vote_2020,gender,race_ethnicity,household_income,state,age,vote_trump
Joe Biden,female,White,"Less than $49,999",new jersey,22,0
Donald Trump,male,White,"Less than $49,999",texas,35,1
Donald Trump,male,White,"$100,000 to $149,999",south dakota,39,1
Donald Trump,male,White,"$50,000 to $99,999",wisconsin,55,1
Joe Biden,female,"Black, or African American","Less than $49,999",california,23,0
Donald Trump,male,Some other race,"Less than $49,999",texas,20,1
Donald Trump,female,Some other race,"Less than $49,999",minnesota,25,1
Joe Biden,male,White,"Less than $49,999",nevada,29,0
Joe Biden,female,White,"Less than $49,999",illinois,21,0
Joe Biden,male,"Black, or African American","Less than $49,999",georgia,52,0
Donald Trump,male,White,"Less than $49,999",alabama,65,1
Joe Biden,female,White,"Less than $49,999",new york,72,0
Joe Biden,female,White,"Less than $49,999",kansas,72,0
Donald Trump,male,White,"$50,000 to $99,999",texas,30,1
Joe Biden,female,White,"Less than $49,999",arizona,40,0
Donald Trump,female,White,"Less than $49,999",new jersey,71,1
Joe Biden,male,White,"$50,000 to $99,999",missouri,27,0
Joe Biden,female,Some other race,"Less than $49,999",california,24,0
Joe Biden,female,"Black, or African American","Less than $49,999",virginia,19,0
Joe Biden,female,White,"$100,000 to $149,999",delaware,20,0
Donald Trump,male,White,"$150,000 to $199,999",nevada,38,1
Donald Trump,male,White,"$150,000 to $199,999",texas,65,1
Joe Biden,male,White,"Less than $49,999",new mexico,67,0
Joe Biden,female,White,"Less than $49,999",new york,48,0
Joe Biden,male,White,"$50,000 to $99,999",alabama,29,0
Donald Trump,female,White,"Less than $49,999",missouri,41,1
Donald Trump,female,White,"$50,000 to $99,999",florida,89,1
Donald Trump,female,White,"$100,000 to $149,999",illinois,72,1
Joe Biden,female,White,"$100,000 to $149,999",washington,36,0
Joe Biden,female,White,"$50,000 to $99,999",texas,39,0
Joe Biden,female,White,"$50,000 to $99,999",arizona,48,0
Joe Biden,female,White,"$100,000 to $149,999",michigan,31,0
Joe Biden,female,White,"Less than $49,999",michigan,19,0
Donald Trump,male,White,"Less than $49,999",oklahoma,55,1
Donald Trump,female,American Indian or Alaska Native,"Less than $49,999",south carolina,28,1
Donald Trump,female,"Black, or African American","Less than $49,999",illinois,28,1
Joe Biden,male,"Black, or African American","Less than $49,999",tennessee,30,0
Donald Trump,male,Some other race,"$100,000 to $149,999",pennsylvania,54,1
Joe Biden,male,White,"Less than $49,999",texas,19,0
Joe Biden,female,Asian or Pacific Islander,"$150,000 to $199,999",virginia,53,0
Donald Trump,female,White,"$50,000 to $99,999",california,54,1
Joe Biden,female,"Black, or African American","$50,000 to $99,999",georgia,22,0
Donald Trump,male,White,"Less than $49,999",kentucky,42,1
Donald Trump,male,Some other race,"Less than $49,999",wisconsin,38,1
Joe Biden,male,White,"Less than $49,999",north carolina,61,0
Joe Biden,male,"Black, or African American","Less than $49,999",colorado,25,0
Donald Trump,male,White,"$200,000 and above",new jersey,39,1
Donald Trump,male,White,"Less than $49,999",louisiana,41,1
Joe Biden,male,White,"$50,000 to $99,999",illinois,26,0
Donald Trump,male,White,"$50,000 to $99,999",massachusetts,40,1
Donald Trump,male,White,"Less than $49,999",florida,26,1
Joe Biden,male,White,"$100,000 to $149,999",ohio,36,0
Joe Biden,female,Asian or Pacific Islander,"$200,000 and above",florida,24,0
Joe Biden,male,White,"$100,000 to $149,999",new york,41,0
Joe Biden,male,White,"$50,000 to $99,999",oregon,38,0
Donald Trump,male,White,"Less than $49,999",california,62,1
Joe Biden,male,White,"Less than $49,999",california,36,0
Joe Biden,male,Some other race,"$50,000 to $99,999",california,44,0
Joe Biden,male,White,"$50,000 to $99,999",illinois,45,0
Joe Biden,female,White,"$50,000 to $99,999",california,30,0
Joe Biden,female,White,"$200,000 and above",texas,29,0
Joe Biden,male,White,"Less than $49,999",michigan,30,0
Joe Biden,female,White,"$50,000 to $99,999",new york,39,0
Joe Biden,male,White,"$50,000 to $99,999",illinois,63,0
Donald Trump,female,White,"Less than $49,999",tennessee,47,1
Joe Biden,male,Asian or Pacific Islander,"$100,000 to $149,999",maryland,55,0
Joe Biden,female,White,"Less than $49,999",new hampshire,29,0
Donald Trump,male,White,"Less than $49,999",wyoming,34,1
Joe Biden,female,"Black, or African American","$100,000 to $149,999",florida,40,0
Joe Biden,female,White,"$50,000 to $99,999",georgia,27,0
Joe Biden,female,"Black, or African American","Less than $49,999",texas,36,0
Joe Biden,male,White,"$50,000 to $99,999",arizona,29,0
Donald Trump,male,Some other race,"Less than $49,999",virginia,38,1
Donald Trump,male,White,"Less than $49,999",virginia,61,1
Donald Trump,female,White,"$50,000 to $99,999",texas,49,1
Joe Biden,female,White,"Less than $49,999",ohio,45,0
Joe Biden,female,White,"Less than $49,999",oklahoma,22,0
Joe Biden,female,"Black, or African American","Less than $49,999",alabama,21,0
Donald Trump,male,White,"$50,000 to $99,999",kentucky,60,1
Donald Trump,male,White,"Less than $49,999",west virginia,23,1
Joe Biden,male,Asian or Pacific Islander,"$100,000 to $149,999",california,38,0
Joe Biden,female,Asian or Pacific Islander,"$200,000 and above",new york,28,0
Donald Trump,female,White,"Less than $49,999",new york,56,1
Donald Trump,female,White,"Less than $49,999",texas,36,1
Joe Biden,male,White,"Less than $49,999",missouri,57,0
Donald Trump,male,White,"Less than $49,999",pennsylvania,63,1
Joe Biden,female,White,"Less than $49,999",illinois,47,0
Joe Biden,female,White,"Less than $49,999",iowa,28,0
Donald Trump,female,Some other race,"Less than $49,999",texas,49,1
Donald Trump,male,White,"$50,000 to $99,999",georgia,52,1
Joe Biden,female,White,"Less than $49,999",new york,69,0
Donald Trump,male,White,"$50,000 to $99,999",texas,24,1
Donald Trump,male,White,"Less than $49,999",washington,66,1
Joe Biden,male,White,"Less than $49,999",illinois,30,0
Joe Biden,male,White,"Less than $49,999",arizona,28,0
Donald Trump,male,White,"$50,000 to $99,999",louisiana,58,1
Donald Trump,male,White,"$50,000 to $99,999",arizona,35,1
Donald Trump,male,White,"Less than $49,999",new york,64,1
Donald Trump,female,White,"Less than $49,999",colorado,39,1
Joe Biden,male,"Black, or African American","Less than $49,999",alabama,51,0
Joe Biden,male,"Black, or African American","Less than $49,999",north carolina,63,0
Joe Biden,male,White,"$50,000 to $99,999",new york,54,0
Joe Biden,female,White,"Less than $49,999",florida,24,0
Donald Trump,male,White,"$50,000 to $99,999",michigan,54,1
Donald Trump,female,Some other race,"Less than $49,999",florida,31,1
Joe Biden,male,"Black, or African American","Less than $49,999",california,37,0
Joe Biden,male,White,"Less than $49,999",michigan,67,0
Donald Trump,male,White,"Less than $49,999",montana,64,1
Joe Biden,male,White,"Less than $49,999",nevada,70,0
Joe Biden,male,White,"Less than $49,999",pennsylvania,45,0
Donald Trump,female,White,"Less than $49,999",virginia,46,1
Donald Trump,male,White,"Less than $49,999",texas,91,1
Joe Biden,male,Asian or Pacific Islander,"$100,000 to $149,999",washington,18,0
Donald Trump,female,White,"Less than $49,999",alabama,35,1
Joe Biden,female,White,"Less than $49,999",delaware,40,0
Donald Trump,male,White,"Less than $49,999",pennsylvania,50,1
Donald Trump,male,White,"Less than $49,999",tennessee,40,1
Donald Trump,male,White,"Less than $49,999",south carolina,29,1
Joe Biden,male,White,"Less than $49,999",louisiana,62,0
Joe Biden,male,White,"$50,000 to $99,999",iowa,24,0
Donald Trump,female,White,"$50,000 to $99,999",texas,28,1
Donald Trump,female,White,"$50,000 to $99,999",wisconsin,63,1
Joe Biden,female,"Black, or African American","Less than $49,999",texas,33,0
Donald Trump,female,White,"Less than $49,999",arkansas,24,1
Donald Trump,male,White,"$100,000 to $149,999",pennsylvania,55,1
Joe Biden,female,White,"Less than $49,999",ohio,40,0
Donald Trump,male,White,"$200,000 and above",idaho,39,1
Joe Biden,female,Some other race,"Less than $49,999",texas,35,0
Donald Trump,male,White,"$100,000 to $149,999",new york,58,1
Donald Trump,female,White,"Less than $49,999",missouri,68,1
Joe Biden,male,White,"Less than $49,999",nebraska,59,0
Donald Trump,male,White,"Less than $49,999",louisiana,57,1
Joe Biden,male,White,"$50,000 to $99,999",new york,63,0
Joe Biden,male,Some other race,"$50,000 to $99,999",new york,43,0
Joe Biden,female,Asian or Pacific Islander,"$100,000 to $149,999",georgia,34,0
Joe Biden,male,White,"$50,000 to $99,999",new york,29,0
Joe Biden,female,White,"$100,000 to $149,999",vermont,20,0
Joe Biden,female,White,"Less than $49,999",pennsylvania,24,0
Donald Trump,male,White,"Less than $49,999",california,30,1
Joe Biden,female,White,"Less than $49,999",ohio,24,0
Joe Biden,female,"Black, or African American","Less than $49,999",texas,28,0
Donald Trump,female,White,"Less than $49,999",virginia,32,1
Donald Trump,male,White,"Less than $49,999",california,72,1
Joe Biden,female,White,"$100,000 to $149,999",new york,56,0
Joe Biden,male,White,"Less than $49,999",ohio,67,0
Donald Trump,female,White,"Less than $49,999",maryland,23,1
Donald Trump,male,Some other race,"Less than $49,999",vermont,42,1
Joe Biden,male,"Black, or African American","$50,000 to $99,999",louisiana,40,0
Donald Trump,male,"Black, or African American","$50,000 to $99,999",new jersey,48,1
Donald Trump,female,White,"Less than $49,999",illinois,39,1
Joe Biden,female,"Black, or African American","Less than $49,999",mississippi,49,0
Donald Trump,male,White,"$50,000 to $99,999",texas,26,1
Donald Trump,male,White,"Less than $49,999",minnesota,53,1
Joe Biden,male,Some other race,"Less than $49,999",colorado,39,0
Joe Biden,female,"Black, or African American","Less than $49,999",mississippi,27,0
Donald Trump,male,"Black, or African American","Less than $49,999",kansas,46,1
Joe Biden,male,"Black, or African American","$100,000 to $149,999",ohio,34,0
Donald Trump,male,White,"Less than $49,999",maryland,34,1
Donald Trump,female,White,"Less than $49,999",florida,55,1
Donald Trump,male,White,"$150,000 to $199,999",california,40,1
Donald Trump,male,White,"$50,000 to $99,999",pennsylvania,33,1
Joe Biden,female,White,"Less than $49,999",california,19,0
Joe Biden,male,White,"Less than $49,999",california,60,0
Donald Trump,male,White,"Less than $49,999",new york,71,1
Joe Biden,male,Asian or Pacific Islander,"Less than $49,999",new jersey,55,0
Donald Trump,male,White,"Less than $49,999",texas,59,1
Donald Trump,female,White,"$100,000 to $149,999",new jersey,31,1
Joe Biden,female,White,"Less than $49,999",north carolina,25,0
Donald Trump,male,White,"$50,000 to $99,999",michigan,31,1
Joe Biden,female,"Black, or African American","$100,000 to $149,999",mississippi,22,0
Donald Trump,male,White,"$50,000 to $99,999",michigan,67,1
Donald Trump,female,White,"Less than $49,999",california,51,1
Donald Trump,female,White,"Less than $49,999",alabama,18,1
Donald Trump,female,White,"Less than $49,999",minnesota,58,1
Donald Trump,male,White,"$50,000 to $99,999",new york,41,1
Joe Biden,female,White,"Less than $49,999",florida,57,0
Joe Biden,female,White,"$50,000 to $99,999",ohio,32,0
Joe Biden,female,White,"$100,000 to $149,999",new york,63,0
Joe Biden,female,"Black, or African American","$100,000 to $149,999",virginia,38,0
Joe Biden,male,Asian or Pacific Islander,"Less than $49,999",illinois,27,0
Donald Trump,male,White,"$100,000 to $149,999",utah,30,1
Joe Biden,female,"Black, or African American","Less than $49,999",georgia,70,0
Joe Biden,female,"Black, or African American","$50,000 to $99,999",ohio,29,0
Donald Trump,male,White,"$100,000 to $149,999",texas,71,1
Joe Biden,female,White,"$100,000 to $149,999",new jersey,36,0
Joe Biden,male,White,"$150,000 to $199,999",wisconsin,63,0
Donald Trump,female,White,"Less than $49,999",north carolina,35,1
Donald Trump,female,White,"Less than $49,999",tennessee,41,1
Donald Trump,female,White,"$100,000 to $149,999",arizona,39,1
Joe Biden,female,White,"$50,000 to $99,999",florida,30,0
Joe Biden,female,Asian or Pacific Islander,"$100,000 to $149,999",hawaii,75,0
Joe Biden,male,White,"Less than $49,999",oregon,25,0
Donald Trump,male,White,"$100,000 to $149,999",new york,33,1
Joe Biden,female,Asian or Pacific Islander,"$50,000 to $99,999",arizona,20,0
Joe Biden,male,White,"$50,000 to $99,999",new york,32,0
Joe Biden,female,"Black, or African American","Less than $49,999",new jersey,34,0
Joe Biden,female,"Black, or African American","Less than $49,999",arkansas,66,0
Joe Biden,male,"Black, or African American","Less than $49,999",virginia,38,0
Joe Biden,female,"Black, or African American","$50,000 to $99,999",pennsylvania,31,0
Joe Biden,male,White,"$200,000 and above",california,50,0
Donald Trump,male,White,"$50,000 to $99,999",california,33,1
Joe Biden,male,White,"$50,000 to $99,999",utah,42,0
Donald Trump,female,Asian or Pacific Islander,"$50,000 to $99,999",utah,44,1
Joe Biden,female,White,"$200,000 and above",minnesota,76,0
Donald Trump,male,White,"Less than $49,999",kentucky,54,1
Donald Trump,male,White,"Less than $49,999",nevada,62,1
Joe Biden,female,Some other race,"Less than $49,999",florida,31,0
Joe Biden,male,"Black, or African American","Less than $49,999",louisiana,29,0
Joe Biden,female,White,"$150,000 to $199,999",ohio,73,0
Donald Trump,male,White,"Less than $49,999",north carolina,59,1
Donald Trump,male,White,"$50,000 to $99,999",pennsylvania,59,1
Joe Biden,male,White,"Less than $49,999",new hampshire,59,0
Joe Biden,male,White,"Less than $49,999",kentucky,22,0
Joe Biden,female,White,"Less than $49,999",california,34,0
Donald Trump,female,White,"Less than $49,999",pennsylvania,58,1
Donald Trump,male,White,"$50,000 to $99,999",california,45,1
Joe Biden,female,White,"Less than $49,999",texas,56,0
Joe Biden,male,White,"Less than $49,999",vermont,22,0
Joe Biden,female,White,"$100,000 to $149,999",missouri,29,0
Donald Trump,male,White,"Less than $49,999",ohio,41,1
Donald Trump,female,White,"$100,000 to $149,999",texas,56,1
Donald Trump,male,Some other race,"Less than $49,999",new york,30,1
Joe Biden,male,"Black, or African American","Less than $49,999",north carolina,19,0
Joe Biden,male,White,"$100,000 to $149,999",florida,46,0
Donald Trump,male,White,"Less than $49,999",delaware,41,1
Joe Biden,female,"Black, or African American","$100,000 to $149,999",florida,34,0
Joe Biden,male,White,"$150,000 to $199,999",california,73,0
Donald Trump,female,White,"Less than $49,999",north carolina,25,1
Joe Biden,female,White,"Less than $49,999",connecticut,37,0
Joe Biden,female,"Black, or African American","$50,000 to $99,999",virginia,40,0
Joe Biden,male,"Black, or African American","$150,000 to $199,999",virginia,20,0
Donald Trump,female,White,"Less than $49,999",pennsylvania,46,1
Donald Trump,male,Some other race,"$150,000 to $199,999",california,38,1
Donald Trump,male,White,"$150,000 to $199,999",louisiana,25,1
Joe Biden,male,White,"Less than $49,999",ohio,37,0
Joe Biden,male,White,"$50,000 to $99,999",florida,41,0
Donald Trump,male,"Black, or African American","Less than $49,999",california,18,1
Donald Trump,male,White,"Less than $49,999",illinois,59,1
Joe Biden,female,White,"Less than $49,999",oregon,31,0
Donald Trump,female,White,"Less than $49,999",arizona,20,1
Donald Trump,female,White,"Less than $49,999",california,19,1
Donald Trump,male,White,"$50,000 to $99,999",arkansas,51,1
Donald Trump,male,White,"Less than $49,999",california,39,1
Joe Biden,female,Asian or Pacific Islander,"Less than $49,999",california,28,0
Donald Trump,male,Asian or Pacific Islander,"$100,000 to $149,999",california,23,1
Joe Biden,male,Asian or Pacific Islander,"Less than $49,999",washington,52,0
Joe Biden,male,White,"Less than $49,999",michigan,59,0
Donald Trump,male,White,"$200,000 and above",new york,59,1
Joe Biden,male,"Black, or African American","Less than $49,999",mississippi,42,0
Joe Biden,male,White,"Less than $49,999",louisiana,39,0
Joe Biden,female,White,"$150,000 to $199,999",california,59,0
Donald Trump,male,Asian or Pacific Islander,"$50,000 to $99,999",illinois,20,1
Joe Biden,male,White,"Less than $49,999",missouri,34,0
Joe Biden,male,White,"Less than $49,999",new york,33,0
Donald Trump,male,White,"Less than $49,999",pennsylvania,29,1
Donald Trump,male,Asian or Pacific Islander,"$50,000 to $99,999",new york,67,1
Joe Biden,female,"Black, or African American","Less than $49,999",michigan,23,0
Joe Biden,female,"Black, or African American","Less than $49,999",texas,64,0
Donald Trump,female,White,"Less than $49,999",florida,48,1
Donald Trump,male,White,"Less than $49,999",missouri,44,1
